hall,date,n_machines,active_machine_count,total_games,avg_games,total_diff,avg_diff_per_machine,plus_rate,hit104_rate,budget_zscore,budget_regime
ヒロキ,20250613,238,238,572610,2405.924369747899,-35572,-149.46218487394958,0.3319327731092437,0.23109243697478993,-0.6238540868351813,normal
ヒロキ,20250614,256,256,1242312,4852.78125,63794,249.1953125,0.46484375,0.328125,1.9134253230441407,strong
ヒロキ,20250615,253,253,1105327,4368.881422924901,-32227,-127.3794466403162,0.3794466403162055,0.2964426877470356,-0.48330718278085877,normal
ヒロキ,20250616,259,259,973244,3757.6988416988415,48968,189.06563706563708,0.41312741312741313,0.3088803088803089,1.5307264188285619,strong
ヒロキ,20250617,236,236,556421,2357.7161016949153,-39845,-168.83474576271186,0.3305084745762712,0.25,-0.7471519055980951,normal
ヒロキ,20250618,234,234,522390,2232.4358974358975,-14470,-61.837606837606835,0.3547008547008547,0.2564102564102564,-0.06616223577128998,normal
ヒロキ,20250619,240,240,440712,1836.3,-64207,-267.52916666666664,0.30833333333333335,0.2125,-1.3752984315736814,recovery
ヒロキ,20250620,236,236,482693,2045.3093220338983,-53895,-228.36864406779662,0.3177966101694915,0.24152542372881355,-1.1260589507543257,recovery
ヒロキ,20250621,259,259,1100024,4247.196911196911,-29470,-113.78378378378379,0.39768339768339767,0.2702702702702703,-0.3967767759610347,normal
ヒロキ,20250622,260,260,1240834,4772.4384615384615,-66426,-255.48461538461538,0.3730769230769231,0.25769230769230766,-1.2986401668464587,recovery
ヒロキ,20250623,217,217,410573,1892.041474654378,-55716,-256.7557603686636,0.29493087557603687,0.2488479262672811,-1.3067304448827237,recovery
ヒロキ,20250624,226,226,484208,2142.5132743362833,-40903,-180.9867256637168,0.34513274336283184,0.27876106194690264,-0.8244939061755111,recovery
ヒロキ,20250625,236,236,502094,2127.5169491525426,-51398,-217.78813559322035,0.3432203389830508,0.2245762711864407,-1.0587186737610796,recovery
ヒロキ,20250626,257,257,957544,3725.852140077821,22159,86.22178988326849,0.4046692607003891,0.2840466926070039,0.8761706219164359,strong
ヒロキ,20250627,246,246,529592,2152.8130081300815,-52479,-213.32926829268294,0.3333333333333333,0.23577235772357724,-1.0303399469904515,recovery
ヒロキ,20250628,259,259,1159024,4474.996138996139,-59161,-228.4208494208494,0.33204633204633205,0.23166023166023167,-1.126391214836298,recovery
ヒロキ,20250629,257,257,1087215,4230.408560311284,24480,95.25291828793775,0.377431906614786,0.2490272373540856,0.9336497770811745,strong
ヒロキ,20250630,253,253,765123,3024.201581027668,30976,122.43478260869566,0.37549407114624506,0.2727272727272727,1.1066503731253996,strong
ヒロキ,20250701,226,226,428773,1897.225663716814,8143,36.030973451327434,0.37610619469026546,0.2831858407079646,0.5567281783736235,normal
ヒロキ,20250702,225,225,459578,2042.568888888889,-44198,-196.43555555555557,0.28444444444444444,0.21333333333333335,-0.9228189050768163,recovery
ヒロキ,20250703,221,221,440957,1995.2805429864254,-11040,-49.95475113122172,0.3574660633484163,0.27149321266968324,0.00946690782436269,normal
ヒロキ,20250704,239,239,548155,2293.5355648535565,4566,19.10460251046025,0.3891213389121339,0.2928870292887029,0.44899928137521383,normal
ヒロキ,20250705,260,260,1157372,4451.430769230769,-49292,-189.58461538461538,0.36923076923076925,0.28846153846153844,-0.879215687907828,recovery
ヒロキ,20250706,259,259,1377871,5319.965250965251,-38949,-150.3822393822394,0.3590733590733591,0.24324324324324326,-0.6297098286065712,normal
ヒロキ,20250707,260,260,1715503,6598.088461538461,-83619,-321.6115384615385,0.3730769230769231,0.25384615384615383,-1.7195089112372535,recovery
ヒロキ,20250708,253,253,719535,2844.01185770751,-43942,-173.68379446640316,0.34782608695652173,0.25296442687747034,-0.7780139651715968,recovery
ヒロキ,20250709,253,253,743017,2936.8260869565215,-46293,-182.97628458498025,0.34782608695652173,0.21739130434782608,-0.8371565725468103,recovery
ヒロキ,20250710,238,238,493990,2075.5882352941176,-12985,-54.55882352941177,0.3445378151260504,0.2773109243697479,-0.019835985447361027,normal
ヒロキ,20250711,256,256,836872,3269.03125,-7626,-29.7890625,0.359375,0.25390625,0.13781263539020241,normal
ヒロキ,20250712,260,260,1447100,5565.7692307692305,-1904,-7.323076923076923,0.3923076923076923,0.27307692307692305,0.2807987400099862,normal
ヒロキ,20250713,260,260,1617294,6220.361538461539,145831,560.8884615384616,0.5461538461538461,0.3923076923076923,3.8972149531533624,strong
ヒロキ,20250714,223,223,438511,1966.4170403587443,-44205,-198.22869955156952,0.33183856502242154,0.23766816143497757,-0.934231476946165,recovery
ヒロキ,20250715,215,215,451258,2098.874418604651,-17644,-82.06511627906977,0.3488372093023256,0.26976744186046514,-0.19490142556964846,normal
ヒロキ,20250716,258,258,915994,3550.3643410852715,66082,256.13178294573646,0.38372093023255816,0.29844961240310075,1.95757290274636,strong
ヒロキ,20250717,248,248,625569,2522.4556451612902,-51330,-206.9758064516129,0.32661290322580644,0.29435483870967744,-0.9899029603114335,recovery
ヒロキ,20250718,212,212,414129,1953.438679245283,-28244,-133.22641509433961,0.330188679245283,0.29245283018867924,-0.5205205621010315,normal
ヒロキ,20250719,260,260,1081785,4160.711538461538,15621,60.08076923076923,0.39615384615384613,0.28076923076923077,0.7097945374536364,normal
ヒロキ,20250720,260,260,1068374,4109.130769230769,-77710,-298.88461538461536,0.3192307692307692,0.23076923076923078,-1.5748620543417025,recovery
ヒロキ,20250721,260,260,1190040,4577.076923076923,-56158,-215.9923076923077,0.3423076923076923,0.2230769230769231,-1.0472890200189895,recovery
ヒロキ,20250722,231,231,493449,2136.1428571428573,-17244,-74.64935064935065,0.3463203463203463,0.23376623376623376,-0.14770334309353395,normal
