date,year,month,day,source,is_event_day,is_grand_opening,kamata7_diff,kamata7_weekday_strategy,kamata7_full_half,kamata1_diff,kamata1_weekday_strategy,kamata1_full_half,kamata7_content,kamata1_content
20251006,2025,10,6,poco,0,0,122100.0,月曜日→列全仕掛け：バイオ5〜ディスク2(2143-2154番台)、北斗(2213-2229番台)、SBJ〜SBJ(2298-2313番台)、かぐや様(3103-3116番台),バイオ5、バイオRE2、ディスク2、番長4、SBJ,3500.0,月曜日→列全仕掛け：いざ審判(2147-2150番台)、いざ審判〜東京喰種(2162-2166番台),SBJ、いざ審判,月曜日→列全仕掛け：バイオ5〜ディスク2(2143-2154番台)、北斗(2213-2229番台)、SBJ〜SBJ(2298-2313番台)、かぐや様(3103-3116番台)、全→バイオ5、バイオRE2、ディスク2、番長4、SBJ,月曜日→列全仕掛け：いざ審判(2147-2150番台)、いざ審判〜東京喰種(2162-2166番台)、全→SBJ、いざ審判
20251007,2025,10,7,poco,1,0,128100.0,,からくり,93400.0,,からくり、ミスター,全→からくり,全→からくり、ミスター
20251008,2025,10,8,poco,0,0,99100.0,水曜日→末尾：2Fマギレコ側→末尾6、2F北斗側→末尾9、3Fかぐや様側→末尾9、3F東京喰種側→末尾6、2F 3Fノーマル→末尾3,ななつま、スタアライト、ミラクル,3200.0,水曜日→末尾→末尾8,不明,水曜日→末尾：2Fマギレコ側→末尾6、2F北斗側→末尾9、3Fかぐや様側→末尾9、3F東京喰種側→末尾6、2F 3Fノーマル→末尾3、全→ななつま、スタアライト、ミラクル,水曜日→末尾→末尾8、全→不明
20251009,2025,10,9,poco,0,0,149600.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾：2Fマギレコ側→末尾7、2F北斗側→末尾0、3Fかぐや様側→末尾0、3F東京喰種側→末尾7、2F 3Fノーマル→末尾4,SBJ,55800.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾1、AT末尾7,ゴージャグ、戦国乙女,木曜日→他の曜日仕掛けのいずれかが発動→末尾：2Fマギレコ側→末尾7、2F北斗側→末尾0、3Fかぐや様側→末尾0、3F東京喰種側→末尾7、2F 3Fノーマル→末尾4、全→SBJ,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾1、AT末尾7、全→ゴージャグ、戦国乙女
20251010,2025,10,10,poco,1,0,144800.0,,かぐや様,61900.0,ゾロ目→3台並び→ジャグラー末尾3絡み、AT末尾2絡み,SBJ,全→かぐや様,ゾロ目→3台並び→ジャグラー末尾3絡み、AT末尾2絡み、全→SBJ
20251011,2025,10,11,poco,1,0,,,吉宗,110700.0,,モンキー、バイオ5,全→吉宗,全→モンキー、バイオ5
20251012,2025,10,12,poco,0,0,,日曜日→機種イチ以上,ToLOVEる、ダリフラ、ななつま、スタアライト、パンドリ、麻雀物語,,日曜日→機種イチ以上,ゴッドイーター,日曜日→機種イチ以上、全→ToLOVEる、ダリフラ、ななつま、スタアライト、パンドリ、麻雀物語,日曜日→機種イチ以上、全→ゴッドイーター
20251013,2025,10,13,poco,0,0,243500.0,月曜日→列全仕掛け：ヴヴヴ(3031-3042番台),ヴヴヴ、ハッピー、DMC、ミスター、スタアライト、ディスク2、パンドリ,23700.0,月曜日→列全仕掛け：からくり(2032-2042番台)、いざ審判(2147-2150番台)、いざ審判〜東京喰種(2162-2166番台),いざ審判、ガールズ、東京喰種、マギレコ,月曜日→列全仕掛け：ヴヴヴ(3031-3042番台)、全→ヴヴヴ、ハッピー、DMC、ミスター、スタアライト、ディスク2、パンドリ,月曜日→列全仕掛け：からくり(2032-2042番台)、いざ審判(2147-2150番台)、いざ審判〜東京喰種(2162-2166番台)、全→いざ審判、ガールズ、ニブ→東京喰種、マギレコ
20251014,2025,10,14,poco,0,0,173200.0,火曜日→角◯：2Fマギレコ側→角5、2F北斗側→角1、3Fかぐや様側→角1、3F東京喰種側→角3、2F 3Fノーマル→角8,SAO、ななつま,40700.0,火曜日→角◯→角5,バイオ5,火曜日→角◯：2Fマギレコ側→角5、2F北斗側→角1、3Fかぐや様側→角1、3F東京喰種側→角3、2F 3Fノーマル→角8、全→SAO、ななつま,火曜日→角◯→角5、全→バイオ5
20251015,2025,10,15,poco,0,0,67400.0,水曜日→末尾：2Fマギレコ側→末尾5、2F北斗側→末尾1、3Fかぐや様側→末尾1、3F東京喰種側→末尾5、2F 3Fノーマル→末尾5,戦国乙女,43600.0,水曜日→末尾→末尾5,麻雀物語,水曜日→末尾：2Fマギレコ側→末尾5、2F北斗側→末尾1、3Fかぐや様側→末尾1、3F東京喰種側→末尾5、2F 3Fノーマル→末尾5、全→戦国乙女,水曜日→末尾→末尾5、全→麻雀物語
20251016,2025,10,16,poco,0,0,135500.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾、2Fマギレコ側→末尾0,ダリフラ、エウレカART、麻雀物語、パンドリ,,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾0、AT末尾1,SAO,木曜日→他の曜日仕掛けのいずれかが発動→末尾、2Fマギレコ側→末尾0、全→ダリフラ、エウレカART、麻雀物語、パンドリ,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾0、AT末尾1、全→SAO
20251017,2025,10,17,poco,1,0,71200.0,,モンハンライズ,96100.0,,モンハンライズ,全→モンハンライズ,全→モンハンライズ
20251018,2025,10,18,poco,0,0,,"土曜日→3台並び→ノーマル末尾9,0,1、AT末尾2,3,4",いざ審判、スタアライト、パンドリ、L炎炎,,土曜日→3台並び→ジャグラー末尾4絡み、AT末尾2絡み,アズレン,"土曜日→3台並び→ノーマル末尾9,0,1、AT末尾2,3,4、全→いざ審判、スタアライト、パンドリ、L炎炎",土曜日→3台並び→ジャグラー末尾4絡み、AT末尾2絡み、全→アズレン
20251019,2025,10,19,poco,0,0,115300.0,日曜日→機種イチ以上,かぐや様,5800.0,日曜日→機種イチ以上,防振り,日曜日→機種イチ以上、全→かぐや様,日曜日→機種イチ以上、全→防振り
20251020,2025,10,20,poco,0,0,,月曜日→列全仕掛け：モンキー(2077-2088番台)、北斗(2230-2246番台)、ゴージャグ(3181-3190番台),吉宗,39400.0,月曜日→列全仕掛け：いざ審判〜東京喰種(2162-2166番台),吉宗,月曜日→列全仕掛け：モンキー(2077-2088番台)、北斗(2230-2246番台)、ゴージャグ(3181-3190番台)、全→吉宗,月曜日→列全仕掛け：いざ審判〜東京喰種(2162-2166番台)、全→吉宗
20251021,2025,10,21,poco,1,0,185800.0,,ヴヴヴ、アズレン、カバネリ、スタアライト,,,ヴヴヴ,全→ヴヴヴ、アズレン、カバネリ、スタアライト,全→ヴヴヴ
20251022,2025,10,22,poco,1,0,106700.0,,戦国乙女,21300.0,,戦国乙女、デビルメイクライ,全→戦国乙女,全→戦国乙女、デビルメイクライ
20251023,2025,10,23,poco,0,0,128200.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾ゾロ目,防振り,3700.0,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾0、AT末尾4,SAO,木曜日→他の曜日仕掛けのいずれかが発動→末尾ゾロ目、全→防振り,木曜日→他の曜日仕掛けのいずれかが発動→末尾、ジャグラー末尾0、AT末尾4、全→SAO
20251024,2025,10,24,poco,0,0,88500.0,金曜日→列イチ以上,ダリフラ、シャーマンキング,,金曜日→列イチ以上,不明,金曜日→列イチ以上、全→ダリフラ、シャーマンキング,金曜日→列イチ以上、全→不明
20251025,2025,10,25,poco,0,0,45500.0,土曜日→3台並び→ノーマル末尾2〜4、AT末尾5〜7,東リベ,,土曜日→3台並び→ジャグラー末尾9絡み、AT末尾5絡み,東リベ、防振り,土曜日→3台並び→ノーマル末尾2〜4、AT末尾5〜7、全→東リベ,土曜日→3台並び→ジャグラー末尾9絡み、AT末尾5絡み、全→東リベ、防振り
20251026,2025,10,26,poco,0,0,36900.0,日曜日→機種イチ以上,いざ審判,54800.0,日曜日→機種イチ以上,ルパン,日曜日→機種イチ以上、全→いざ審判,日曜日→機種イチ以上、全→ルパン
20251027,2025,10,27,poco,1,0,159000.0,,GE、防振り、シャーマン,9900.0,,GE,全→GE、防振り、シャーマン,全→GE
20251028,2025,10,28,poco,0,0,135100.0,火曜日→角◯→ノーマル角3、AT角8,ToLOVEる、ダリフラ、シャーマン,24800.0,火曜日→角◯→ジャグラー角8、AT角5,不明,火曜日→角◯→ノーマル角3、AT角8、全→ToLOVEる、ダリフラ、シャーマン,火曜日→角◯→ジャグラー角8、AT角5、全→不明
20251029,2025,10,29,poco,0,0,135500.0,水曜日→末尾→2F末尾3、3F末尾8,DMC、ミスター、ななつま,,水曜日→末尾→ジャグラー末尾6、その他機種末尾4,不明,水曜日→末尾→2F末尾3、3F末尾8、全→DMC、ミスター、ななつま,水曜日→末尾→ジャグラー末尾6、その他機種末尾4、全→不明
20251030,2025,10,30,poco,1,0,417900.0,,ファンキー、新鬼武者3、シャーマン、一騎当千、グラレ,142200.0,,東リベ、ドラハナ、ウルミラ、DMC、スタアライト,全→ファンキー、新鬼武者3、シャーマン、一騎当千、グラレ、全台系,全→東リベ、ドラハナ、ウルミラ、DMC、スタアライト
20251031,2025,10,31,poco,1,0,67300.0,,不明,,,東リベ,全→不明、末尾ルーレット,全→東リベ
20251101,2025,11,1,poco,1,0,145600.0,,ヴヴヴ、3台以下設置機種,159400.0,,東京喰種、ヴヴヴ、カバネリ,全→ヴヴヴ、3台以下設置機種,全→東京喰種、ヴヴヴ、カバネリ
20251102,2025,11,2,poco,0,0,234100.0,,マイジャグ,5300.0,,ダリフラ,全→マイジャグ,全→ダリフラ
20251103,2025,11,3,poco,0,0,201000.0,月曜日→列全仕掛け：かぐや様(3058-3072番台)、からくり(3103-3116番台),北斗,,月曜日→列全仕掛け：からくり(2032-2042番台)、麻雀物語(2143-2146番台),戦国乙女,月曜日→列全仕掛け：かぐや様(3058-3072番台)、からくり(3103-3116番台)、全→北斗,月曜日→列全仕掛け：からくり(2032-2042番台)、麻雀物語(2143-2146番台)、全→戦国乙女
20251104,2025,11,4,poco,0,0,116600.0,火曜日→角◯：2Fマギレコ側→角6、2F北斗側→角5、3Fかぐや様側→角3、3F東京喰種側→角7,ヴヴヴ,12400.0,火曜日→角◯→ジャグラー角6、その他機種角2,SBJ,火曜日→角◯：2Fマギレコ側→角6、2F北斗側→角5、3Fかぐや様側→角3、3F東京喰種側→角7、全→ヴヴヴ,火曜日→角◯→ジャグラー角6、その他機種角2、全→SBJ
20251105,2025,11,5,poco,0,0,150800.0,水曜日→末尾：2Fマギレコ側→末尾2、2F北斗側→末尾2、3Fかぐや様側→末尾1、3F東京喰種側→末尾5,かぐや様、天膳,50800.0,水曜日→末尾→ジャグラー末尾6、その他機種末尾7,SBJ,水曜日→末尾：2Fマギレコ側→末尾2、2F北斗側→末尾2、3Fかぐや様側→末尾1、3F東京喰種側→末尾5、全→かぐや様、天膳,水曜日→末尾→ジャグラー末尾6、その他機種末尾7、全→SBJ
20251106,2025,11,6,poco,0,0,22800.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,モンハンライズ、ククリ,20800.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,ファンキー,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→モンハンライズ、ククリ,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→ファンキー
20251107,2025,11,7,poco,1,0,185200.0,,ヴヴヴ、防振り、ななつま、カバネリ、スタアライト、L炎炎、天膳,105600.0,,ヴヴヴ、ダリフラ、1列ピックアップ→ハナ横の壁1列,全→ヴヴヴ、防振り、ななつま、カバネリ、スタアライト、L炎炎、天膳,全→ヴヴヴ、ダリフラ、1列ピックアップ→ハナ横の壁1列
20251108,2025,11,8,poco,0,0,89200.0,土曜日→3台並び：ノーマル→末尾5〜7、AT→末尾7〜9,戦国乙女、ガールズ、ToLOVEる,,土曜日→3台並び：ジャグラー→末尾7絡み、その他機種→末尾0絡み,ダリフラ、ルパン,土曜日→3台並び：ノーマル→末尾5〜7、AT→末尾7〜9、全→戦国乙女、ガールズ、ToLOVEる,土曜日→3台並び：ジャグラー→末尾7絡み、その他機種→末尾0絡み、全→ダリフラ、ルパン
20251109,2025,11,9,poco,0,0,106300.0,日曜日→機種イチ以上,ファンキー,,日曜日→機種イチ以上,ハッピー、防振り、スタアライト,日曜日→機種イチ以上、全→ファンキー,日曜日→機種イチ以上、全→ハッピー、防振り、スタアライト
20251110,2025,11,10,poco,0,0,101300.0,月曜日→列全仕掛け：SAO〜エウレカART(2143-2154番台)、いざ審判〜モンハンライズ(2264-2280番台),SBJ,52100.0,月曜日→列全仕掛け：かぐや様〜からくり(2077-2087番台),マギレコ,月曜日→列全仕掛け：SAO〜エウレカART(2143-2154番台)、いざ審判〜モンハンライズ(2264-2280番台)、全→SBJ,月曜日→列全仕掛け：かぐや様〜からくり(2077-2087番台)、全→マギレコ
20251111,2025,11,11,poco,1,0,256200.0,,ゴージャグ、かぐや様、いざ審判、新鬼武者3、からくり、アズレン、DMC、エウレカART、ダリフラ、ガルパン、パンドリ、仕掛け→末尾ゾロ目,157.0,,,全→ゴージャグ、かぐや様、いざ審判、新鬼武者3、からくり、アズレン、DMC、エウレカART、ダリフラ、ガルパン、パンドリ、仕掛け→末尾ゾロ目,
20251112,2025,11,12,poco,0,0,163100.0,水曜日→末尾：2Fマギレコ側→末尾2、2F北斗側→末尾5、3Fかぐや様側→末尾1、3F東京喰種側→末尾9,からくり,,水曜日→末尾→ジャグラー末尾8、その他機種末尾3,不明,水曜日→末尾：2Fマギレコ側→末尾2、2F北斗側→末尾5、3Fかぐや様側→末尾1、3F東京喰種側→末尾9、全→からくり,水曜日→末尾→ジャグラー末尾8、その他機種末尾3、全→不明
20251113,2025,11,13,poco,0,0,61700.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,モンハンライズ,22600.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,不明,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→モンハンライズ,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→不明
20251114,2025,11,14,poco,0,0,,金曜日→列イチ以上,吉宗,15800.0,金曜日→列イチ以上,不明,金曜日→列イチ以上、全→吉宗,金曜日→列イチ以上、全→不明
20251115,2025,11,15,poco,0,0,97000.0,土曜日→3台並び：ノーマル→末尾2〜4、AT→末尾0〜2,ファンキー,110700.0,土曜日→3台並び：ジャグラー→末尾5絡み、その他機種→末尾1絡み,ファンキー,土曜日→3台並び：ノーマル→末尾2〜4、AT→末尾0〜2、全→ファンキー,土曜日→3台並び：ジャグラー→末尾5絡み、その他機種→末尾1絡み、全→ファンキー
20251116,2025,11,16,poco,0,0,111500.0,日曜日→機種イチ以上,吉宗、ウルミラ、パンドリ,,日曜日→機種イチ以上,ルパン,日曜日→機種イチ以上、全→吉宗、ウルミラ、パンドリ,日曜日→機種イチ以上、全→ルパン
20251117,2025,11,17,poco,1,0,161000.0,,からくり、ハッピー、DMC、パンドリ、一騎当千,74100.0,,ウルミラ、アズレン、エヴァBT、シェイクBT,全→からくり、ハッピー、DMC、パンドリ、一騎当千,全→ウルミラ、アズレン、エヴァBT、シェイクBT
20251118,2025,11,18,poco,0,0,88600.0,火曜日→角◯：角5,からくり,,火曜日→角◯→角6,不明,火曜日→角◯：角5、全→からくり,火曜日→角◯→角6、全→不明
20251119,2025,11,19,poco,0,0,115600.0,水曜日→末尾：2Fマギレコ側→末尾8、2F北斗側→末尾1、3Fかぐや様側→末尾4、3F東京喰種側→末尾2,吉宗、DMC、エウレカART,45800.0,水曜日→末尾→ジャグラー末尾6、その他機種末尾8,不明,水曜日→末尾：2Fマギレコ側→末尾8、2F北斗側→末尾1、3Fかぐや様側→末尾4、3F東京喰種側→末尾2、全→吉宗、DMC、エウレカART,水曜日→末尾→ジャグラー末尾6、その他機種末尾8、全→不明
20251120,2025,11,20,poco,0,0,61500.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,ななつま,13000.0,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上,不明,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→ななつま,木曜日→他の曜日仕掛けのいずれかが発動→列イチ以上、全→不明
20251121,2025,11,21,poco,1,0,181000.0,,からくり、アズレン、吉宗、エウレカART、パンドリ,,,不明、仕掛け→末尾1,全→からくり、アズレン、吉宗、エウレカART、パンドリ,全→不明、仕掛け→末尾1
20251122,2025,11,22,poco,1,0,,,不明,117300.0,3台並び→ジャグラー末尾3絡み、その他機種末尾8絡み,いざ審判、カバネリ,全→不明,3台並び→ジャグラー末尾3絡み、その他機種末尾8絡み、全→いざ審判、カバネリ
20251123,2025,11,23,poco,0,0,120400.0,日曜日→機種イチ以上,モンキー、パンドリ,126300.0,日曜日→機種イチ以上,カバネリ,日曜日→機種イチ以上、全→モンキー、パンドリ,日曜日→機種イチ以上、全→カバネリ
20251124,2025,11,24,poco,0,0,115800.0,月曜日→列全仕掛け：東リベ(2065-2076番台)、ななつま〜SBJ(2298-2313番台)、キンハナ(3001-3016番台),キンハナ、SBJ、からくり、エウレカART、パンドリ、一騎当千,2200.0,月曜日→列全仕掛け：東リベ(2099-2109番台)、ToLOVEる〜SBJ(2177-2186番台),東リベ、ToLOVEる、SBJ,月曜日→列全仕掛け：東リベ(2065-2076番台)、ななつま〜SBJ(2298-2313番台)、キンハナ(3001-3016番台)、全→キンハナ、SBJ、からくり、エウレカART、パンドリ、一騎当千,月曜日→列全仕掛け：東リベ(2099-2109番台)、ToLOVEる〜SBJ(2177-2186番台)、全→東リベ、ToLOVEる、SBJ
20251125,2025,11,25,poco,0,0,229900.0,火曜日→角◯：2Fマギレコ側→角4、2F北斗側→角7、3Fかぐや様側→角1、3F東京喰種側→角9,戦国乙女、モンハンライズ、キンハナ,8800.0,火曜日→角◯→ジャグラー角1、その他機種角5,ウルミラ,火曜日→角◯：2Fマギレコ側→角4、2F北斗側→角7、3Fかぐや様側→角1、3F東京喰種側→角9、全→戦国乙女、モンハンライズ、キンハナ,火曜日→角◯→ジャグラー角1、その他機種角5、全→ウルミラ
20251126,2025,11,26,poco,0,0,95300.0,水曜日→末尾：2Fマギレコ側→末尾1、2F北斗側→末尾9、3Fかぐや様側→末尾2、3F東京喰種側→末尾7,不明,12500.0,水曜日→末尾→ジャグラー末尾0、その他機種末尾5,不明,水曜日→末尾：2Fマギレコ側→末尾1、2F北斗側→末尾9、3Fかぐや様側→末尾2、3F東京喰種側→末尾7、全→不明,水曜日→末尾→ジャグラー末尾0、その他機種末尾5、全→不明
20251127,2025,11,27,poco,1,0,271000.0,,いざ審判、SBJ,,仕掛け不明,,全→いざ審判、SBJ,仕掛け不明
20251128,2025,11,28,poco,0,0,89000.0,金曜日→列イチ以上,アズレン,16700.0,金曜日→列イチ以上,不明,金曜日→列イチ以上、全→アズレン,金曜日→列イチ以上、全→不明
20251129,2025,11,29,poco,0,0,295600.0,土曜日→3台並び：ノーマル→末尾1〜3、AT→末尾3〜5,北斗,,土曜日→3台並び：ジャグラー→末尾6絡み、その他機種→末尾4絡み,スタアライト,土曜日→3台並び：ノーマル→末尾1〜3、AT→末尾3〜5、全→北斗,土曜日→3台並び：ジャグラー→末尾6絡み、その他機種→末尾4絡み、全→スタアライト
20251130,2025,11,30,poco,1,0,146300.0,,北斗、ガールズ、吉宗、DMC、エウレカART、シャーマン、ダリフラ、不明,50100.0,,マイジャグ、DMC,全→北斗、ガールズ、吉宗、DMC、エウレカART、シャーマン、ダリフラ、不明,全→マイジャグ、DMC
20251201,2025,12,1,poco,1,0,91200.0,,新鬼武者3、からくり、ToLOVEる、シャーマン,,,新鬼武者3,全→新鬼武者3、からくり、ToLOVEる、シャーマン,全→新鬼武者3
20251202,2025,12,2,poco,0,0,112200.0,火曜日→角◯：2Fマギレコ側→角7、2F北斗転生側→角6、3F AT機→角3、3Fヴヴヴ2側ノーマル機→角6、3F東京喰種側ノーマル機→角7,ななつま、銭形5、ミスター,53200.0,火曜日→角◯→ジャグラー角5、その他機種角7,不明,火曜日→角◯：2Fマギレコ側→角7、2F北斗転生側→角6、3F AT機→角3、3Fヴヴヴ2側ノーマル機→角6、3F東京喰種側ノーマル機→角7、全→ななつま、銭形5、ミスター,火曜日→角◯→ジャグラー角5、その他機種角7、全→不明
20251203,2025,12,3,poco,0,0,181800.0,水曜日→末尾：2Fマギレコ側→末尾3、2F北斗側→末尾9、3F AT機→末尾0、3Fヴヴヴ2側ノーマル機→末尾4、3F東京喰種側ノーマル機→末尾5,不明,9200.0,水曜日→末尾→ジャグラー末尾1、その他機種末尾7,不明,水曜日→末尾：2Fマギレコ側→末尾3、2F北斗側→末尾9、3F AT機→末尾0、3Fヴヴヴ2側ノーマル機→末尾4、3F東京喰種側ノーマル機→末尾5、全→不明,水曜日→末尾→ジャグラー末尾1、その他機種末尾7、全→不明
20251204,2025,12,4,poco,0,0,65500.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上,かぐや様,31100.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上,からくり,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→かぐや様,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→からくり
20251205,2025,12,5,poco,0,0,,金曜日→列イチ以上,SAO、吠,19500.0,金曜日→列イチ以上,不明,金曜日→列イチ以上、全→SAO、吠,金曜日→列イチ以上、全→不明
20251206,2025,12,6,poco,0,0,286100.0,土曜日→3台並び：ノーマル→末尾0絡み、AT→末尾5絡み,戦国乙女、スタアライト、DMC、L炎炎、シャーマン、ガルパン,154600.0,土曜日→3台並び：ジャグラー→末尾0絡み、その他機種→末尾1絡み,モンキー,土曜日→3台並び：ノーマル→末尾0絡み、AT→末尾5絡み、全→戦国乙女、スタアライト、DMC、L炎炎、シャーマン、ガルパン,土曜日→3台並び：ジャグラー→末尾0絡み、その他機種→末尾1絡み、全→モンキー
20251207,2025,12,7,poco,1,0,233600.0,,東リベ、ガールズ、アズレン、吉宗、DMC、Sこのすば、ガルパン,15500.0,,からくり、キンハナ、SBJ、防振り,全→東リベ、ガールズ、アズレン、吉宗、DMC、Sこのすば、ガルパン,全→からくり、キンハナ、SBJ、防振り
20251208,2025,12,8,poco,0,0,220300.0,月曜日→列全仕掛け：モンキー(2089-2101番台)、モンハンライズ〜いざ審判(2247-2263番台)、ゴージャグ(3181-3190番台),いざ審判,49800.0,月曜日→列全仕掛け：ゴージャグ(2302-2316番台),ゴージャグ,月曜日→列全仕掛け：モンキー(2089-2101番台)、モンハンライズ〜いざ審判(2247-2263番台)、ゴージャグ(3181-3190番台)、全→いざ審判,月曜日→列全仕掛け：ゴージャグ(2302-2316番台)、全→ゴージャグ
20251209,2025,12,9,poco,0,0,82800.0,火曜日→角◯：2F→角2、3Fノーマル機→角8、3F AT機→角4,エウレカART,44300.0,火曜日→角◯→角7,ヴヴヴ2,火曜日→角◯：2F→角2、3Fノーマル機→角8、3F AT機→角4、全→エウレカART,火曜日→角◯→角7、全→ヴヴヴ2
20251210,2025,12,10,poco,0,0,32700.0,水曜日→末尾：2Fマギレコ側ノーマル機→末尾7、2Fマギレコ側AT機→末尾2、2F北斗側ノーマル機→設置ナシ、2F北斗側AT機→末尾9、3Fヴヴヴ2側ノーマル機→末尾1、3Fヴヴヴ2側AT機→末尾9、3F東京喰種側ノーマル機→末尾7、3F東京喰種側AT機→末尾2,スタアライト,,水曜日→末尾→ジャグラー末尾1、その他機種末尾7,ヴヴヴ2、からくり,水曜日→末尾：2Fマギレコ側ノーマル機→末尾7、2Fマギレコ側AT機→末尾2、2F北斗側ノーマル機→設置ナシ、2F北斗側AT機→末尾9、3Fヴヴヴ2側ノーマル機→末尾1、3Fヴヴヴ2側AT機→末尾9、3F東京喰種側ノーマル機→末尾7、3F東京喰種側AT機→末尾2、全→スタアライト,水曜日→末尾→ジャグラー末尾1、その他機種末尾7、全→ヴヴヴ2？からくり？
20251211,2025,12,11,poco,1,0,66900.0,,ヴヴヴ、ミスター,3000.0,,東リベ,全→ヴヴヴ、ミスター,全→東リベ
20251212,2025,12,12,poco,1,0,270000.0,,戦国乙女,,ゾロ目3台並び→ジャグラー末尾6〜0、その他機種末尾5〜9、仕掛け→ヴヴヴ2、からくり,,全→戦国乙女,ゾロ目3台並び→ジャグラー末尾6〜0、その他機種末尾5〜9、仕掛け→ヴヴヴ2、からくり
20251213,2025,12,13,poco,0,0,31800.0,土曜日→3台並び：ノーマル→末尾7絡み、AT→末尾2絡み,キンハナ,29000.0,土曜日→3台並び→末尾5絡み、スロパチガール来店S→4台並び→末尾5絡み,モンハンライズ、ルパン,土曜日→3台並び：ノーマル→末尾7絡み、AT→末尾2絡み、全→キンハナ,土曜日→3台並び→末尾5絡み、スロパチガール来店S→4台並び→末尾5絡み、全→モンハンライズ、ルパン
20251214,2025,12,14,poco,0,0,63100.0,日曜日→機種イチ以上,SBJ、ウルミラ,18100.0,日曜日→機種イチ以上,戦国乙女、シェイクBT,日曜日→機種イチ以上、全→SBJ、ウルミラ,日曜日→機種イチ以上、全→戦国乙女、シェイクBT
20251215,2025,12,15,poco,0,0,106100.0,月曜日→列全仕掛け：マギレコ(2032-2040番台)、アズレン〜ダリフラ(3103-3116番台),防振り、アズレン、シャーマン、ダリフラ,,月曜日→列全仕掛け：仕掛け→戦国乙女？からくり？ヴヴヴ？銭形5？,,月曜日→列全仕掛け：マギレコ(2032-2040番台)、アズレン〜ダリフラ(3103-3116番台)、全→防振り、アズレン、シャーマン、ダリフラ,月曜日→列全仕掛け：仕掛け→戦国乙女？からくり？ヴヴヴ？銭形5？
20251216,2025,12,16,poco,0,0,240400.0,火曜日→角◯：2Fマギレコ側→角1、2F北斗側→角1、3Fノーマル機→角5、3Fヴヴヴ2側AT機→角4、3F東京喰種側AT機→角1,吉宗,34800.0,火曜日→角◯→ジャグラー角、その他機種角6,マギレコ,火曜日→角◯：2Fマギレコ側→角1、2F北斗側→角1、3Fノーマル機→角5、3Fヴヴヴ2側AT機→角4、3F東京喰種側AT機→角1、全→吉宗,火曜日→角◯→ジャグラー角、その他機種角6、全→マギレコ
20251217,2025,12,17,poco,1,0,153400.0,,モンハンライズ,22600.0,,戦国乙女、吉宗、仕掛け→ヴヴヴ2,全→モンハンライズ,全→戦国乙女、吉宗、仕掛け→ヴヴヴ2
