date,year,month,day,kamata7_diff,kamata7_content,kamata1_diff,kamata1_content
20251210,2025,12,10,32700.0,水曜日→末尾：2Fマギレコ側ノーマル機→末尾7、2Fマギレコ側AT機→末尾2、2F北斗側ノーマル機→設置ナシ、2F北斗側AT機→末尾9、3Fヴヴヴ2側ノーマル機→末尾1、3Fヴヴヴ2側AT機→末尾9、3F東京喰種側ノーマル機→末尾7、3F東京喰種側AT機→末尾2、全→スタアライト,,水曜日→末尾→ジャグラー末尾1、その他機種末尾7、全→ヴヴヴ2？からくり？
20251211,2025,12,11,66900.0,全→ヴヴヴ、ミスター,3000.0,全→東リベ
20251212,2025,12,12,270000.0,全→戦国乙女,,ゾロ目3台並び→ジャグラー末尾6〜0、その他機種末尾5〜9、仕掛け→ヴヴヴ2、からくり
20251213,2025,12,13,31800.0,土曜日→3台並び：ノーマル→末尾7絡み、AT→末尾2絡み、全→キンハナ,29000.0,土曜日→3台並び→末尾5絡み、スロパチガール来店S→4台並び→末尾5絡み、全→モンハンライズ、ルパン
20251214,2025,12,14,63100.0,日曜日→機種イチ以上、全→SBJ、ウルミラ,18100.0,日曜日→機種イチ以上、全→戦国乙女、シェイクBT
20251215,2025,12,15,106100.0,月曜日→列全仕掛け：マギレコ(2032-2040番台)、アズレン〜ダリフラ(3103-3116番台)、全→防振り、アズレン、シャーマン、ダリフラ,,月曜日→列全仕掛け：仕掛け→戦国乙女？からくり？ヴヴヴ？銭形5？
20251216,2025,12,16,240400.0,火曜日→角◯：2Fマギレコ側→角1、2F北斗側→角1、3Fノーマル機→角5、3Fヴヴヴ2側AT機→角4、3F東京喰種側AT機→角1、全→吉宗,34800.0,火曜日→角◯→ジャグラー角、その他機種角6、全→マギレコ
20251217,2025,12,17,153400.0,全→モンハンライズ,22600.0,全→戦国乙女、吉宗、仕掛け→ヴヴヴ2
20251218,2025,12,18,129900.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→クレアBT,31400.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→戦国乙女？
20251219,2025,12,19,,金曜日→列イチ以上、全→スタアライト,18600.0,金曜日→列イチ以上、全→銭形5、仕掛け→ヴヴヴ2
20251220,2025,12,20,,土曜日→3台並び：ノーマル→末尾0絡み、AT→末尾3絡み、全→ヴヴヴ,,土曜日→3台並び(+4台並び・5台並び)：ジャグラー→末尾5絡み、その他機種→末尾3絡み、全→防振り、カバネリ、クレアBT、エヴァBT
20251221,2025,12,21,,全→不明,19200.0,全→マイジャグ
20251222,2025,12,22,78800.0,全→ゴージャグ,,3台並び→末尾0絡み、全→ToLOVEる、戦国乙女、アズレン
20251223,2025,12,23,100100.0,火曜日→角◯：2Fマギレコ側→角5、2F北斗側→角3、3Fノーマル機→角5、3Fヴヴヴ2側AT機→角3、3F東京喰種側AT機→角5、全→吉宗、超電磁砲2,4000.0,火曜日→角◯→ジャグラー角8、その他機種角10、全→不明
20251224,2025,12,24,168400.0,水曜日→末尾：2Fマギレコ側→末尾7、2F北斗側→末尾6、3Fヴヴヴ側→末尾5、3F東京喰種側→末尾0、全→SBJ、ToLOVEる、ガルパン,,水曜日→末尾→ジャグラー末尾1、その他機種末尾3、全→SAO？スタアライト？
20251225,2025,12,25,97200.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→ハッピー,28600.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ以上、全→SAO
20251226,2025,12,26,11500.0,金曜日→列イチ以上、全→スタアライト？,42800.0,金曜日→列イチ以上、全→モンハンライズ
20251227,2025,12,27,234700.0,全→マギレコ,96400.0,全→銭形5、超電磁砲2、DMC、カバネリ
20251228,2025,12,28,144300.0,日曜日→機種イチ以上、全→防振り、カバネリ,,日曜日→機種イチ以上、全→SBJ
20251229,2025,12,29,,月曜日→列全仕掛け：北斗(2213-2229番台)、ゴージャグ(3181-3190番台)、全→防振り,,月曜日→列全仕掛け：防振り〜戦国乙女(2203-2212番台)、全→防振り、戦国乙女
20251230,2025,12,30,123900.0,全→アズレン、銭形5、超電磁砲2、ウルミラ、アレックス、ゾンサガ、ガルパン、L炎炎、ToLOVEる、パンドリ、テラフォーマーズ、ディスク2、パンドリ、麻雀格闘,62700.0,全→マイジャグ、新鬼武者3
20251231,2025,12,31,213800.0,全→マイジャグ、北斗,24300.0,全→戦国乙女
20260102,2026,1,2,128800.0,全→マギレコ,20900.0,全→かぐや様
20260103,2026,1,3,39300.0,全→モンキー,,全→DMC、アズレン、シャーマン、プリズムナナ
20260104,2026,1,4,,全→防振り,57400.0,全→モンハンライズ
20260105,2026,1,5,321500.0,月曜日→列全仕掛け：モンキー(2041-2052番台)、モンハンライズ(2089-2101番台)、新鬼武者3〜戦国乙女(2115-2128番台)、全→鉄拳6、モンハンライズ,2900.0,月曜日→列全仕掛け：銭形5〜アズレン(2256-2268番台)、全→銭形5、秘宝伝、化物語、アズレン
20260106,2026,1,6,162300.0,火曜日→角◯：2Fモンキー側→角9、2F北斗転生側→角5、2Fノーマル機→角3、3Fヴヴヴ2側AT機→角10、3Fヴヴヴ2側ノーマル機→角6、3F東京喰種側AT機→角3、3F東京喰種側ノーマル機→角7、全→鉄拳6、ななつま,,火曜日→角◯→ジャグラー角6、その他機種角10、全→東リベ
20260107,2026,1,7,249600.0,全→鉄拳6、戦国乙女、初代ヴヴヴ、ガルパン,69500.0,全→東リベ、戦国乙女、DMC
20260108,2026,1,8,97300.0,木曜日→他の曜日仕掛けのいずれかが発動→角◯：2Fモンキー側AT機→角8、2F北斗転生側AT機→角3、2Fノーマル機→角4、3Fヴヴヴ2側AT機→角5、3F東京喰種側AT機→角2、3Fノーマル機→角9、全→鉄拳6,,木曜日→他の曜日仕掛けのいずれかが発動→角◯：ジャグラー→角1、その他機種→角8、全→スタアライト
20260109,2026,1,9,57500.0,金曜日→列イチ以上、全→シャーマン、ダリフラ,79300.0,金曜日→列イチ以上、全→ToLOVEる、秘宝伝、DMC
20260110,2026,1,10,174700.0,土曜日→3台並び→末尾2絡み、全→鉄拳6、旧北斗、L炎炎,6000.0,土曜日→3台並び→末尾3絡み、全→新鬼武者3
20260111,2026,1,11,115000.0,全→鉄拳6、3台以下設置機種,86300.0,全→旧北斗、東リベ、バラエティBOX(クレアBT、エヴァBTなど)
20260112,2026,1,12,,月曜日→列全仕掛け：モンキー(2041-2052番台)、全→鉄拳6,,月曜日→列全仕掛け：キンハナ〜ドラハナ(2317-2330番台)、全→キンハナ、ドラハナ
20260113,2026,1,13,,火曜日→角◯：列ごとに角1、角2、角3、、、とスライド、全→不明,62000.0,火曜日→角◯→ジャグラー角4、その他機種角3、全→銭形5
20260114,2026,1,14,136000.0,水曜日→末尾：2Fモンキー側→末尾1、2F北斗転生側→末尾0、3Fヴヴヴ2側→末尾6、3F東京喰種側→末尾2、全→超電磁砲2、エヴァBT、吉宗、スタアライト、ウルミラ,26300.0,水曜日→末尾→ジャグラー末尾0、その他機種末尾8、全→ToLOVEる
20260115,2026,1,15,119400.0,木曜日→他の曜日仕掛けのいずれかが発動→機種イチ、全→ヴヴヴ、ToLOVEる、シャーマン、グランベルム,20500.0,木曜日→他の曜日仕掛けのいずれかが発動→角◯：ジャグラー→角8、その他機種→角10、全→秘宝伝
20260116,2026,1,16,309400.0,金曜日→列イチ以上：全→カバネリ、吉宗、スタアライト、ウルミラ、エウレカART、クレアBT、他多数,,金曜日→列イチ以上：全→化物語、秘宝伝
20260117,2026,1,17,82400.0,全→新鬼武者3、SBJ、ヴヴヴ、吉宗,61200.0,全→新鬼武者3、カバネリ
20260118,2026,1,18,,日曜日→機種イチ以上、全→戦国乙女、ヴヴヴ,78400.0,日曜日→機種イチ以上、全→吉宗、秘宝伝、エヴァBT
20260119,2026,1,19,10100.0,月曜日→列全仕掛け：モンキー(2023-2031番台)、からくり〜ダリフラ(3103-3116番台)、全→からくり、ヴヴヴ、ToLOVEる、シャーマン、ダリフラ、天膳,27000.0,月曜日→列全仕掛け：マギレコ〜鉄拳6(2043-2059番台)、全→マギレコ、鉄拳6
20260120,2026,1,20,174400.0,火曜日→角◯：2F北斗転生側→角2、3Fヴヴヴ2側→角2、3F東京喰種側→角2、全→SBJ,37200.0,火曜日→角◯→ジャグラー角1、その他機種角9、全→SBJ
20260121,2026,1,21,226500.0,全→東リベ、L炎炎,81100.0,全→SBJ、ウルミラ
20260122,2026,1,22,154300.0,全→からくり、ToLOVEる,162700.0,3台並び→ジャグラー末尾8絡み、その他機種末尾1絡み、全→ヴヴヴ2、からくり、仕掛け→末尾7
20260123,2026,1,23,6600.0,金曜日→列イチ以上、全→防振り、ガルパン,,金曜日→列イチ以上、全→化物語
20260124,2026,1,24,149400.0,土曜日→3台並び：ノーマル→末尾1絡み、AT→末尾6絡み、全→かぐや様,46300.0,土曜日→3台並び(+4台並び)：ジャグラー→末尾3絡み、その他機種→末尾1絡み、全→からくり
20260125,2026,1,25,76200.0,日曜日→機種イチ以上、全→ヴヴヴ2,,日曜日→機種イチ以上、全→吉宗
20260126,2026,1,26,127900.0,月曜日→列全仕掛け：戦国乙女(2001-2010番台)、からくり〜ダリフラ(3103-3116番台)、全→からくり、シャーマン、ダリフラ,,月曜日→列全仕掛け：判定→全台系はどちらも見つからず
20260127,2026,1,27,238400.0,全→ななつま、ToLOVEる、L炎炎、炎炎,14700.0,全→戦国乙女
20260128,2026,1,28,,水曜日→末尾：2Fモンキー側→末尾1、2F北斗転生側→末尾0、3Fヴヴヴ2側→末尾9、3F東京喰種側→末尾6、全→SBJ、銭形5,,水曜日→末尾→ジャグラー末尾6、その他機種末尾2、全→プリズムナナ
20260129,2026,1,29,,木曜日→他の曜日仕掛けのいずれかが発動→角◯：2Fモンキー側→角5、2F北斗転生側→角7、3Fヴヴヴ2側→角8、3F東京喰種側→角3、3Fノーマル機→角6、全→SBJ,29100.0,木曜日→他の曜日仕掛けのいずれかが発動→角◯：ジャグラー→角6、その他機種→角9、全→沖ドキBLACK、ななつま
20260130,2026,1,30,161800.0,全→東リベ、ミスター,59800.0,全→ミスター、ガールズ、超電磁砲2、エヴァBT、カバネリ、DMC
20260131,2026,1,31,,全→不明,14800.0,全→東京喰種
20260201,2026,2,1,35500.0,全→いざ審判、GE、カバネリ、吉宗、ゾンサガ、ダリフラ,,- / 全→旧北斗
20260202,2026,2,2,74500.0,全→新鬼3、防振り、L炎炎,,- / 全→アズレン、秘宝伝、ななつま、銭形5
20260203,2026,2,3,,- / 角仕掛け、全→戦国乙女4、ToLOVEる、ななつま,31800.0,角仕掛け（角7）、全→ななつま、銭形5
20260204,2026,2,4,57400.0,末尾仕掛け、全→ハッピー、ヴヴヴ、プリズムナナ、シャーマン,3100.0,末尾（ジャグ7、他2）、全→防振り、DMC
20260205,2026,2,5,87000.0,変則（3台並び末尾1絡み）、全→からくり、超電磁砲2、ウルミラ,,- / 変則（3台並び末尾1絡み）、全→超電磁砲2、シャーマン
20260206,2026,2,6,25100.0,列イチ以上、全→アズレン、SBJ,,- / 列イチ以上、全→SBJ
20260207,2026,2,7,152400.0,全→かぐや様、モンハン、ガールズ、シャーマン,101400.0,全→ToLOVEる、銭形5
20260208,2026,2,8,151200.0,機種イチ以上、全→ゴージャグ、SBJ,,- / 機種イチ以上、全→秘宝伝
20260209,2026,2,9,107300.0,列仕掛け、全→戦国乙女4,24500.0,列仕掛け、全→プリズムナナ
20260210,2026,2,10,224200.0,角仕掛け、全→新鬼3、ニブ→旧北斗、防振り他多数,,- / 角仕掛け（ジャグ10、他11）、全→不明
20260211,2026,2,11,33800.0,全→かぐや様、いざ審判、アズレン他多数,49800.0,全→マイジャグ、SBJ、プリズムナナ、SAO
20260212,2026,2,12,156700.0,変則（3台並び末尾1絡み）、全→モンハンライズ、ステライト,6100.0,変則（3台並び末尾1絡み）、全→不明
20260213,2026,2,13,50400.0,列イチ以上、全→ステライト、ウルミラ、天膳,,- / 列イチ以上、全→不明
20260214,2026,2,14,96700.0,並び（末尾6絡み）、全→ファンキー、秘宝伝、ゾンサガ、ヴヴヴ,,- / 並び（ジャグ1、他5絡み）、全→ファンキー
20260215,2026,2,15,,- / 機種イチ以上、全→不明,52500.0,機種イチ以上、全→防振り
20260216,2026,2,16,22000.0,列仕掛け、全→モンハンライズ、ミスター,,- / 列仕掛け、全→アズレン
20260217,2026,2,17,30500.0,全→かぐや様、ななつま,159700.0,全→ゾンサガ、銭形5、シェイクBT
20260218,2026,2,18,80400.0,末尾（8と0のハーフ）、全→秘宝伝、ゾンサガ、シャーマン,42600.0,末尾（ジャグ4、他3）、全→L炎炎2
20260219,2026,2,19,162300.0,変則（3台並び末尾4絡み）、全→SAO、プリズムナナ,,- / 変則（3台並び末尾8絡み）、全→不明
20260220,2026,2,20,,- / 列イチ以上、全→戦国乙女4,,- / 列イチ以上、全→不明
20260221,2026,2,21,,- / 全→不明,,- / 全→不明
20260222,2026,2,22,468400.0,全→2にまつわる機種（ヴヴ2、炎炎2、天膳他多数）,71200.0,並び（ジャグ6、他1絡み）、全→SBJ
20260223,2026,2,23,,- / 列仕掛け、全→防振り,,- / 列仕掛け、全→秘宝伝
20260224,2026,2,24,59800.0,角（6と8のハーフ）、全→いざ審判,28200.0,角（ジャグ3、他6）、全→ななつま
20260225,2026,2,25,23900.0,末尾（0と4のハーフ）、全→東リベ,,- / 末尾（ジャグ9、他2）、全→他機種
20260226,2026,2,26,58600.0,変則（3台並び末尾3絡み）、全→新鬼3、ゾンサガ,,- / 変則（3台並び末尾3or7絡み）、全→刃牙
20260227,2026,2,27,,- / 全→モンハン、カバネリ、秘宝伝他多数,6700.0,全→シャーマン、銭形5
20260228,2026,2,28,369300.0,全→マイジャグ、カバネリ、ガルパン,32300.0,全→ファンキー、東リベ、銭形5、ニブ→モンハン他
20260301,2026,3,1,197300.0,全→マイジャグ、カバネリ,16800.0,全→旧北斗、ニブ以上→ToLOVEる他
20260302,2026,3,2,69600.0,列→モンキー、ToLOVEる〜初代ヴヴヴ,,- / 列→マイジャグ〜ネオアイム、ニブ以上→Lカバネリ他
20260303,2026,3,3,194800.0,全→戦国乙女4,118900.0,全→ステライト、ニブ以上→Lカバネリ、防振り他
20260304,2026,3,4,75900.0,末尾→末尾1・6のハーフ、全→かぐや様,22900.0,末尾→末尾1・2のハーフ、全→不明
20260305,2026,3,5,63600.0,全→化物語、ニブ→北斗転生、旧北斗他多数,50300.0,全→天膳、シェイクBT、ニブ→モンキー他
20260306,2026,3,6,36100.0,列イチ以上、全→モンハンライズ,61200.0,列イチ以上、全→不明
20260307,2026,3,7,,- / 全→キンハナ、新鬼武者3、沖ドキDUO他,42000.0,全→ToLOVEる、ニブ→Lカバネリ、ヴヴヴ2他
20260308,2026,3,8,80200.0,機種イチ以上、全→旧北斗、SBJ,,- / 機種イチ以上、全→不明
20260309,2026,3,9,,- / 列→マギレコ、超電磁砲2、ヴヴヴ2、喰種,17100.0,列→東京喰種、ニブ→マギレコ、東リベ、L炎炎2他
20260310,2026,3,10,,- / 角仕掛け、全→不明,14300.0,角仕掛け、全→防振り
20260311,2026,3,11,153100.0,全→アズレン、からくり、他多数,94300.0,全→東京喰種、マギレコ、ニブ→末尾ゾロ目他
20260312,2026,3,12,30800.0,全→からくり、ニブ→東リベ、いざ審判他,,- / 全→無職転生、ニブ→ヴヴヴ2、鉄拳5他
20260313,2026,3,13,,- / 列イチ以上、全→不明,,- / 全→新鬼武者3
20260314,2026,3,14,216600.0,並び→末尾2絡み、全→SAO、秘宝伝他,50800.0,並び→末尾2絡み、全→SBJ、刃牙
20260315,2026,3,15,67700.0,機種イチ以上、全→アズレン、からくり,,- / 機種イチ以上、全→SBJ、ニブ→新鬼3、L炎炎2他
20260316,2026,3,16,190500.0,列→北斗転生、かぐや様〜ヴヴヴ2他,,- / 列→いざ審判、全→不明
20260317,2026,3,17,128500.0,全→ヴヴヴ2,,- / 全→新鬼武者3、ニブ→マギレコ、東リベ
20260318,2026,3,18,,- / 末尾→末尾1・8のハーフ、全→秘宝伝,6000.0,マルハンアプリデータなし
20260319,2026,3,19,42700.0,全→ガルパン、シャーマン、ニブ→かぐや様他,15900.0,全→からくり、ニブ→Lカバネリ、北斗他
20260320,2026,3,20,5500.0,列イチ以上、全→ウルミラ、L炎炎2,26900.0,列イチ以上、全→戦国乙女4、からくり、アズレン他
20260321,2026,3,21,162900.0,全→かぐや様、ハッピー、シャーマン,,- / 全→不明
20260322,2026,3,22,,- / 全→不明,12500.0,全→無職転生、天膳他、ニブ→末尾ゾロ目他
20260323,2026,3,23,92200.0,列→ヴヴヴ2、東京喰種、全→天膳,25400.0,列→東京喰種、ハッピー〜ガールズ
20260324,2026,3,24,69600.0,角仕掛け、全→天膳,15000.0,角仕掛け、全→アズレン
20260325,2026,3,25,7700.0,仕掛け不明,5600.0,末尾→末尾1・7のハーフ、全→SBJ
20260326,2026,3,26,38200.0,全→天膳、ニブ→新鬼3、かぐや様、ToLOVEる他,,- / 全→不明、ニブ→北斗転生、新鬼3、モンハンライズ他
20260327,2026,3,27,50100.0,全→北斗転生、ハッピー、ガルパン、グランベルム,21100.0,全→からくり、ニブ→ヴヴヴ2、モンハンライズ
20260328,2026,3,28,224100.0,並び→末尾6・0絡み、全→ヴヴヴ2他,54400.0,並び→末尾3絡み、全→からくり
20260329,2026,3,29,,- / 機種イチ以上、全→ToLOVEる,,- / 全→サンダー、クレアBT
20260330,2026,3,30,192000.0,全→ガールズ、アズレン、超電磁砲2、ガルパン、L炎炎、プリズムナナ、グランベルム,32300.0,全→いざ番長、からくり、ガールズ、ミスター、ニブイチ→モンスターハンターライズ
20260331,2026,3,31,31200.0,全→からくり、シャーマン、他サミー系多数,26300.0,全→鉄拳6、ニブ→北斗転生、モンハンライズ
20260401,2026,4,1,182500.0,全→ファンキー、新鬼武者3,68700.0,全→無職転生、ニブ→モンキー、マギレコ、L炎炎2
20260402,2026,4,2,155800.0,全→旧北斗、ニブ→ヴヴヴ2、新鬼3、乙女4、SBJ,,- / 全→不明、ニブ→北斗転生、東京喰種、東リベ
20260403,2026,4,3,85800.0,全→からくり、Lハナビ、天膳,,- / 全→不明、ニブ→東京喰種
20260404,2026,4,4,241900.0,東日本合同・末尾ゾロ目、全→銭形5、他多数,7200.0,東日本合同・末尾ゾロ目、全→アズレン、ニブ→ヴヴヴ2他
20260405,2026,4,5,23400.0,全→ウルミラ,21900.0,全→吉宗、ニブ→ファンキー、キンハナ他多数
20260406,2026,4,6,51700.0,列仕掛け(死体蹴り)、全→ToLOVEる,,- / 列仕掛け(ニブ)、全→サンダー
20260407,2026,4,7,129000.0,全→新鬼武者3、SBJ,,- / 全→戦国乙女4、ニブ→北斗転生、カバネリ他
20260408,2026,4,8,149600.0,末尾2と7(ハーフ)、全→モンハンライズ,22600.0,末尾0と6(ハーフ)、全→鉄拳5
20260409,2026,4,9,11200.0,全→いざ審判、シャーマン、プリズムナナ、ニブ→東リベ他,21800.0,全→モンハンライズ、アズレン、ニブ→キンハナ他
20260410,2026,4,10,54400.0,全→無職転生,,- / 全→SBJ
20260411,2026,4,11,192400.0,全→東リベ、いざ審判,83900.0,全→からくり、ウルミラ、新鬼3、SBJ、ニブ→ヴヴヴ2他
20260412,2026,4,12,131000.0,全→初代ヴヴヴ,18900.0,全→吉宗、シェイクBT
20260413,2026,4,13,,- / 列仕掛け(マギレコ、北斗、喰種)、全→Sカバネリ,,- / 列仕掛け(ToLOVEる〜SBJ)、全→不明
20260414,2026,4,14,75500.0,角仕掛け、全→L炎炎2,73700.0,角仕掛け、全→不明
20260415,2026,4,15,48900.0,末尾0と5(ハーフ)、全→かぐや様,,- / 末尾3と7(ハーフ)、全→不明
20260416,2026,4,16,,- / 全→ガールズ、ニブ→無職転生、SAO,,- / 全→不明、ニブ→ヴヴヴ2、東京喰種他
20260417,2026,4,17,,- / 全→キンハナ,,- / 全→化物語、ニブ→北斗転生、ヴヴヴ2
20260418,2026,4,18,117900.0,3台並び、全→防振り,,- / 3台並び、全→SAO
20260419,2026,4,19,28300.0,全→ガールズ,80200.0,全→天膳、ニブ→Lカバネリ
20260420,2026,4,20,49500.0,列仕掛け、全→ToLOVEる、SAO、鉄拳5,,- / 列仕掛け、全→SBJ、ハナハナ天膳、ニブ→東京喰種
20260421,2026,4,21,62600.0,全→無職転生、からくり,,- / 全→アズレン、ニブ→ヴヴヴ2他
20260422,2026,4,22,33700.0,全→シャーマン,27000.0,全→不明、ニブ→モンキー、モンハン、L炎炎2他
20260423,2026,4,23,,- / 全→Sカバネリ、シェイクBT、グランベルム、ニブ→多数,,- / 全→不明、ニブ→キンハナ、L炎炎2他
20260424,2026,4,24,,- / 全→からくり,3100.0,全→ガールズ、ToLOVEる
20260425,2026,4,25,36200.0,3台並び、全→ヴヴヴ2,11200.0,3台並び、全→ハッピー
20260426,2026,4,26,188600.0,全→アズレン、ウルミラ,93300.0,全→ゴージャグ、ヨルムンガンド、ニブ→多数
20260427,2026,4,27,121800.0,全→かぐや様、いざ審判、シェイクBT、グランベルム,21500.0,全→マギレコ、ニブ→東京喰種、北斗転生
20260428,2026,4,28,55100.0,角仕掛け、全→攻殻機動隊,,- / 角仕掛け、全→無職転生、ニブ→ヴヴヴ2
20260429,2026,4,29,,- / 末尾4と9(ニブ)、全→エウレカ、攻殻機動隊,37400.0,末尾5と8(ニブ)、全→SAO、Sカバネリ、ニブ→多数
20260430,2026,4,30,169300.0,全→ゴージャグ、初代ヴヴヴ、無職転生、他多数,153400.0,全→ファンキー、モンハンライズ、他多数
20260501,2026,5,1,204400.0,全→東リベ、L炎炎2,55300.0,全→ファンキー、アズレン、ニブ→北斗転生
20260502,2026,5,2,276500.0,並び→末尾不明、全→Lカバネリ,74300.0,並び→末尾5絡み、全→Lカバネリ、他多数ニブ
20260503,2026,5,3,,- / 機種イチ以上、全→ハッピー,200.0,機種イチ以上、全→いざ審判、他多数ニブ
20260504,2026,5,4,,- / 列→モンキー、全→ミスター,,- / 列→モンハン〜GE、モンキー〜ステライト、他多数ニブ
20260505,2026,5,5,286500.0,末尾ゾロ目、全→モンキー,,- / 末尾ゾロ目、全→旧北斗、ニブ→新鬼3、東リベ
20260506,2026,5,6,,- / 末尾→1、6、全→ガールズ,1200.0,末尾→6、9、全→キンハナ
20260507,2026,5,7,93800.0,全→東京喰種,57600.0,全→SBJ
20260508,2026,5,8,100900.0,列イチ以上、全→モンハンライズ,,- / 列イチ以上、全→防振り
20260509,2026,5,9,47800.0,並び、全→ファンキー,,- / 並び→末尾0or5絡み、全→ハッピー
20260510,2026,5,10,124300.0,機種イチ以上、全→東リベ,,- / 機種イチ以上、全→ミスター、うみねこ
20260511,2026,5,11,,- / 全→戦国乙女4、防振り,207800.0,全→北斗転生、ヨルムンガンド
20260512,2026,5,12,79000.0,角→角9(AT)角6(ノーマル)、全→旧北斗,16300.0,角→角9、全→防振り
20260513,2026,5,13,11000.0,末尾→末尾0(AT)末尾5(ノーマル)、全→ステライト,,- / 末尾→1、2、全→ガールズ、SAO
20260514,2026,5,14,95700.0,全→からくり、ニブ→北斗転生、SAO,12100.0,全→吉宗、ニブ→ミリオンゴッド‐神々の軌跡‐、モンハン、天膳
20260515,2026,5,15,,- / 列イチ以上、全→キンハナ,47400.0,列イチ以上、全→ToLOVEる
20260516,2026,5,16,177000.0,並び→末尾2or5絡み、全→ゴージャグ,,- / 並び→末尾1or5絡み、全→ToLOVEる
20260517,2026,5,17,260500.0,全→ネオアイム、北斗転生,,- / 全→ゴージャグ
20260518,2026,5,18,52400.0,列→Lカバネリ、東京喰種、全→無職転生,,- / 列→東京喰種、全→モンハンライズ
20260519,2026,5,19,136300.0,角→角3(AT)角8(ノーマル)、全→モンハンライズ,22900.0,角→角8、全→戦国乙女4
20260520,2026,5,20,118900.0,末尾→末尾9(AT)末尾4(ノーマル)、全→不明,25000.0,末尾→3、8、全→戦国乙女4
20260521,2026,5,21,175500.0,全→不明,,- / 全→SBJ
20260522,2026,5,22,60700.0,全→不明（創業日・ゾロ目）,37900.0,全→Lカバネリ
20260523,2026,5,23,,- / 並び、全→ウルミラ,109200.0,並び→末尾5絡み、全→SBJ、乙女4、他多数
20260524,2026,5,24,247300.0,機種イチ以上、全→アズレン,10800.0,機種イチ以上、全→Lカバネリ
20260525,2026,5,25,13700.0,列→マギレコ、化物語、北斗転生、他、全→かぐや様,9900.0,列→モンハン〜GE、東京喰種、全→不明
20260526,2026,5,26,70600.0,角→角4(AT)角6(ノーマル)、全→ハッピー他,20000.0,角→角6、全→不明
20260527,2026,5,27,57200.0,全→アズレン、からくり、バーサス他,6000.0,全→鉄拳6、シャーマン
20260528,2026,5,28,10700.0,全→Sこのすば、ニブ→ヴヴ2、新鬼3、からくり,,- / 全→不明、ニブ→東京喰種、からくり他
20260529,2026,5,29,48200.0,列イチ以上、全→不明,1100.0,列イチ以上、全→不明
20260530,2026,5,30,362000.0,全→マイジャグ、新鬼武者3,79300.0,全→化物語、からくり、乙女4、他多数
20260531,2026,5,31,,- / 全→からくり,,- / 全→化物語、ミスター
