hall,machine_name,hall_count,units,occupancy_pct,days_observed,avg_kaiwari,avg_diff,avg_games,win_rate_pct
蒲田一,花笠,2,8,4.371584699453552,8,93.19604106409338,-687.5,4090.375,25.0
蒲田一,鉄拳6,9,8,4.371584699453552,8,92.97576733696627,-912.5,3995.375,37.5
蒲田一,七つの魔剣が支配する,7,1,0.546448087431694,8,92.91499428106812,-1125.0,4972.5,25.0
蒲田一,スーパーブラックジャック,7,8,4.371584699453552,8,92.84625465030513,-1512.5,5811.625,12.5
蒲田一,わたしの幸せな結婚,7,5,2.73224043715847,8,92.64457801187429,-2275.0,5604.25,12.5
蒲田一,攻殻機動隊,9,3,1.639344262295082,8,92.23455078246285,-1187.5,5054.75,37.5
蒲田一,麻雀物語,8,3,1.639344262295082,8,91.62112333613172,-1775.0,7478.375,25.0
蒲田一,ビッグドリーム THE GOLDEN PUSHER,8,3,1.639344262295082,8,91.42346517232713,-637.5,4538.375,25.0
蒲田一,シャーマンキング,6,4,2.185792349726776,8,91.37426693480562,-1412.5,4619.625,37.5
蒲田一,虚構推理,4,2,1.092896174863388,8,90.68427143070463,-1200.0,4214.25,25.0
蒲田一,ToLOVEるダークネス TRANCE ver.8.7,6,6,3.278688524590164,8,90.49914389662135,-1887.5,6757.125,25.0
蒲田一,スマスロ ドルアーガの塔,7,2,1.092896174863388,8,90.38919505460883,-875.0,3001.875,12.5
蒲田一,無職転生 ～異世界行ったら本気だす～,8,1,0.546448087431694,8,90.14140313900386,-1437.5,5046.625,25.0
蒲田一, サラリーマン金太郎,7,1,0.546448087431694,8,89.88314539159082,-1212.5,4482.875,25.0
蒲田一,真打 吉宗,9,4,2.185792349726776,8,89.8594404176841,-1162.5,4289.0,25.0
蒲田一,絶対衝激IV,9,3,1.639344262295082,8,89.78282330836937,-1300.0,3516.125,25.0
蒲田一,バジリスク～甲賀忍法帖～絆2 天膳 BLACK EDITION,3,2,1.092896174863388,8,89.18302310347485,-637.5,1807.0,12.5
蒲田一,チバリヨ2プラス,4,6,3.278688524590164,8,89.16758788457227,-1650.0,4722.75,25.0
蒲田一,Sister Quest,5,2,1.092896174863388,8,88.93176436757072,-1350.0,4235.125,25.0
蒲田一,ドッチ,7,1,0.546448087431694,8,88.61578729347805,-1087.5,3056.375,12.5
蒲田一,スーパーリオエース2,9,3,1.639344262295082,8,88.23852454596965,-1500.0,5513.125,12.5
蒲田一,機動戦士ガンダムSEED,8,8,4.371584699453552,8,85.60783219612946,-2137.5,4570.0,25.0
蒲田一,ガールズ&パンツァー 最終章,3,3,1.639344262295082,8,85.04043057897402,-612.5,1782.375,37.5
蒲田一,アクダマドライブ,4,2,1.092896174863388,8,85.03708858788671,-1425.0,3719.75,25.0
蒲田一,バベル,9,2,1.092896174863388,8,83.10658444512127,-537.5,1840.375,25.0
蒲田一,主役は銭形4,3,3,1.639344262295082,8,82.59281733985986,-737.5,2018.5,25.0
蒲田一,少女☆歌劇 レヴュースタァライト ‐The SLOT‐,7,2,1.092896174863388,8,82.24217326452816,-2900.0,5474.125,0.0
蒲田一,ミリオンゴッド‐神々の軌跡‐,9,6,3.278688524590164,8,79.55334462731855,-4975.0,8035.875,0.0
蒲田七,鉄拳6,9,8,4.27807486631016,8,150.771814789535,6400.0,4711.0,100.0
蒲田七,とある魔術の禁書目録,2,1,0.53475935828877,8,115.22244882456908,2125.0,3385.375,50.0
蒲田七,絶対衝激IV,9,4,2.13903743315508,8,110.70242101814883,312.5,3880.375,25.0
蒲田七,ゴブリンスレイヤーII,8,7,3.7433155080213902,8,109.84060501369895,1300.0,5365.875,62.5
蒲田七,化物語,9,6,3.2085561497326207,8,108.51081036626047,862.5,5563.5,37.5
蒲田七,革命機ヴァルヴレイヴ,1,8,4.27807486631016,8,107.6339065988913,1400.0,5673.25,37.5
蒲田七,ダーリン・イン・ザ・フランキス,9,8,4.27807486631016,8,105.7008395612744,687.5,6155.5,37.5
蒲田七,銀河英雄伝説 Die Neue These,3,2,1.06951871657754,8,105.08620614448176,925.0,6955.375,37.5
蒲田七,アクダマドライブ,4,2,1.06951871657754,8,105.0114339004516,487.5,6190.125,37.5
蒲田七,とある科学の超電磁砲2,9,5,2.6737967914438503,8,104.81637187609422,787.5,4809.625,50.0
蒲田七,ネオプラネット,8,5,2.6737967914438503,8,104.69944645592803,950.0,6380.25,62.5
蒲田七,プリズムナナ,6,3,1.6042780748663104,8,104.64715810832708,137.5,7266.75,62.5
蒲田七,マタドールIII,8,4,2.13903743315508,8,102.43453024601698,762.5,7340.125,75.0
蒲田七,攻殻機動隊,9,3,1.6042780748663104,8,101.00507131962922,-12.5,5411.75,62.5
蒲田七,主役は銭形5,9,6,3.2085561497326207,8,100.89995298752363,-412.5,6602.125,37.5
蒲田七,ヨルムンガンド,9,5,2.6737967914438503,8,100.68669224954505,-225.0,5210.625,37.5
蒲田七,クレアの秘宝伝 ～はじまりの扉と太陽の石～ ボーナストリガーver.,9,4,2.13903743315508,8,100.40880522021936,350.0,7499.0,50.0
蒲田七,ネオアイムジャグラーEX,9,4,2.13903743315508,8,100.34577104562229,162.5,7967.625,50.0
蒲田七,革命機ヴァルヴレイヴ2,9,8,4.27807486631016,8,100.28925718548157,-137.5,7614.625,37.5
蒲田七,SHAKE BONUS TRIGGER,9,4,2.13903743315508,8,99.73816041148856,87.5,6640.875,50.0
蒲田七,戦国†恋姫,3,2,1.06951871657754,8,99.7364132049737,375.0,3080.0,50.0
蒲田七,アズールレーン THE ANIMATION,9,5,2.6737967914438503,8,99.0705827653056,-787.5,4721.625,37.5
蒲田七,マジカルハロウィン ボーナストリガー,6,3,1.6042780748663104,8,98.8579455086986,-112.5,6771.625,50.0
蒲田七,スマスロ炎炎ノ消防隊2,9,8,4.27807486631016,8,98.80868106559674,-412.5,7414.25,50.0
蒲田七,甲鉄城のカバネリ 海門(うなと)決戦,9,8,4.27807486631016,8,98.24168162927438,-700.0,5808.625,50.0
蒲田七,不二子BT,9,2,1.06951871657754,8,98.18675369394515,-350.0,6714.125,37.5
蒲田七,スマスロ秘宝伝,9,6,3.2085561497326207,8,98.16338332009613,-375.0,6578.0,37.5
蒲田七,スマート沖スロ ニューキングハナハナV,4,8,4.27807486631016,8,97.57875874122733,-87.5,6137.25,37.5
蒲田七,A‐SLOT+ 異世界かるてっと,9,3,1.6042780748663104,8,97.5246169062438,-525.0,6758.625,25.0
蒲田七,うみねこのなく頃に2,8,4,2.13903743315508,8,97.40119710070854,-587.5,7854.5,25.0
蒲田七,スマスロ ハナビ,8,5,2.6737967914438503,8,97.2007297625715,-550.0,7810.75,25.0
蒲田七,スマスロ サンダーV,9,4,2.13903743315508,8,97.06287736299332,-337.5,6832.25,25.0
蒲田七,ミリオンゴッド‐神々の軌跡‐,9,8,4.27807486631016,8,96.58028034905642,-950.0,7716.5,37.5
蒲田七,沖ドキ!DUO アンコール,7,8,4.27807486631016,8,95.98270859488704,-1112.5,4539.625,50.0
蒲田七,範馬刃牙,8,8,4.27807486631016,8,95.26697001861457,-925.0,5361.75,50.0
蒲田七,北斗の拳 転生の章2,9,8,4.27807486631016,8,94.93741167804265,-1100.0,6655.5,37.5
蒲田七,東京リベンジャーズ,9,8,4.27807486631016,8,94.64977123511461,-1287.5,8630.375,12.5
蒲田七,バイオハザード RE:3,9,8,4.27807486631016,8,94.0341396895721,-987.5,4325.625,37.5
蒲田七,バーニングエクスプレス,7,2,1.06951871657754,8,93.58570857675767,-800.0,4408.25,37.5
蒲田七,ドッチ,7,2,1.06951871657754,8,92.62249559507781,-900.0,5014.75,12.5
蒲田七,新鬼武者3,9,8,4.27807486631016,8,92.42025592028237,-1587.5,6036.125,12.5
蒲田七,スマスロ ドルアーガの塔,7,2,1.06951871657754,8,92.04119788881793,-1450.0,6705.125,0.0
蒲田七,転生したら剣でした,8,8,4.27807486631016,8,92.01866655455572,-1287.5,5264.625,12.5
蒲田七,スーパーリオエース2,9,8,4.27807486631016,8,91.82147283229706,-1887.5,7782.0,25.0
蒲田七,バベル,9,3,1.6042780748663104,8,91.67698219478575,-25.0,2893.125,25.0
蒲田七,無職転生 ～異世界行ったら本気だす～,8,4,2.13903743315508,8,91.3953168849103,-1937.5,6750.25,25.0
蒲田七,麻雀格闘倶楽部 覚醒,2,1,0.53475935828877,8,88.86803159653422,-800.0,2783.25,12.5
蒲田七,タクトオーパス デスティニー,8,4,2.13903743315508,8,88.17428893905159,-2050.0,5583.125,0.0
蒲田七,ビッグドリーム THE GOLDEN PUSHER,8,7,3.7433155080213902,8,87.94251115024852,-2837.5,6945.625,37.5
蒲田七,機動戦士ガンダムユニコーン 覚醒DRIVE,9,8,4.27807486631016,8,87.69142267647922,-1937.5,5165.0,25.0
蒲田七,咲‐Saki‐ 頂上決戦,9,6,3.2085561497326207,8,87.58562545878365,-1925.0,5261.875,0.0
蒲田七,荒野のコトブキ飛行隊,8,4,2.13903743315508,8,86.82595347282256,-2075.0,5191.5,0.0
蒲田七,真打 吉宗,9,8,4.27807486631016,8,85.28265139574766,-2125.0,4941.0,25.0
蒲田七,虚構推理,4,5,2.6737967914438503,8,83.96505676545343,-2750.0,6050.5,0.0
